Item Id,Stock Code,Part No,Description,Car Model,Brand,Category,Cost Price,Sell Price,Last Sell Price,Current Quantity,Stock Take,Reason
22974,9789810904845,,Prime Mathematics Coursework Book 1A,,SCH,Maths Revision YR1,0,11.35,0,0,,
22975,9781743312674,,SOUTHEAST ASIA AN INTRODUCTIORY HISTORY,,APD,A LEVEL HISTORY,0,28.5,0,0,,
22976,9781444180329,,LINGUISTICS  A COMPLETE INTRODUCTION,,MCGRAWHIL,MIX REFERENCE,0,24.5,0,0,,
22977,9780415261852,,The Origins of The First World War Third Edition ,,TAF,A LEVEL HISTORY,0,37.6,0,0,,
22978,198604394,,ONE STEP AHEAD PUNCTUATION,,OXFORD,ENGLISH REFERENCE,0,8.2,0,0,,
22979,198662831,,ONE STEP AHEAD WRITING REPORTS,,OXF,ENGLISH REFERENCE,0,12.4,0,0,,
22980,719546370,,SUCCESS IN WORLD HISTORY SINCE 1945,,APD,A LEVEL HISTORY,0,28.6,0,0,,
22981,9780582287068,,SEMINAR STUDIES THE WEIMAR REPUBLIC ,,PEA,A LEVEL HISTORY,0,48.4,0,0,,
22982,198607229,,ONE STEP AHEAD PRESENTING NUMBERSTABLESAND CHARTS,,OXFORD,ENGLISH REFERENCE,0,12.75,0,0,,
22983,582290856,,The Orgins of The Second WORLD WAR,,PEA,A LEVEL HISTORY,0,44.6,0,0,,
22984,198662823,,ONE STEP AHEAD WORDS,,OXFORD,ENGLISH REFERENCE,0,8.2,0,0,,
22985,9789812740106,,Conquer Editing & Punctuation Workbook 2,,SAP,ENGLISH REVISION YR2,0,2,0,0,,
22986,9780415332620,,THE ORIGINS OF THE SECOND WORLD WAR 1933-1941 SECOND EDITION,,TAF,A LEVEL HISTORY,0,38.4,0,0,,
22987,198606141,,ONE STEP AHEAD PRESENTING APPLICATIONS,,OXFORD,ENGLISH REFERENCE,0,11.8,0,0,,
22988,817094175X,,CAREERS IN LAW,,S.S.MUBARAK,MIX REFERENCE,0,5.75,0,0,,
22989,8170942691,,CAREERS IN HOTEL MANAGEMENT,,S.S.MUBARAK,MIX REFERENCE,0,6.25,0,0,,
22990,9780333611760,,THE FRENCH REVOLUTION 1789-1804,,PS,A LEVEL HISTORY,0,57.2,0,0,,
22991,9789812749642,,Conquer Cloze Workbook 2,,SAP,ENGLISH REVISION YR2,0,6.95,0,0,,
22992,9780230220409,,The Russian Revolution1900-1927 Fourth Edition,,PS,A LEVEL HISTORY,0,44.1,0,0,,
22993,9789814672429,,Conquer Cloze Workbook 2 (2017),,SAP,ENGLISH REVISION YR2,0,7.5,0,0,,
22994,9780199257287,,THE FIRST WORLD WAR IN AFRICA,,OXF,A LEVEL HISTORY,0,30.9,0,0,,
22995,9789814672320,,Conquer Creative Writing Workbook 2,,SAP,ENGLISH REVISION YR2,0,7.1,0,0,,
22996,9789813217584,,English Vocabulary Lessons Workbook 2,,SAP,ENGLISH REVISION YR2,0,9.95,0,0,,
22997,9789814582766,,Lets Advanced in English 2,,SAP,ENGLISH REVISION YR2,0,16.95,0,0,,
22998,9789814219808,,SMART LEARNER ENGLISH ACTIVITY 2,,ELM,PRE-SCHOOL,0,2.7,0,0,,
22999,9789814606721,,Learning Grammar Workbook 2,,SAP,ENGLISH REVISION YR2,0,8.95,0,0,,
23000,780199257270,,FIANANCING THE FIRST WORLD WAR,,OXF,A LEVEL HISTORY,0,34.3,0,0,,
23001,8120722620,,BRAIN TEASERS IN MATHEMATICS,,HORIZON BOOKS,MIX REFERENCE,0,18.95,0,0,,
23002,,,a class-book of WORLD HISTORY before 1497,,PRE,A LEVEL HISTORY,0,32.45,0,0,,
23003,9789814219815,,CLEVER KIDS ENGLISH ACTIVITY 3,,ELM,PRE-SCHOOL,0,2.7,0,0,,
23004,9780435453275,,TEELINE REVISED EDITION,,HEINEMANN,MIX REFERENCE,0,27.1,0,0,,
23005,9789813214330,,Learning English Workbook 2,,SAP,SPELLING RULES,0,9.95,0,0,,
23006,9789814219822,,PERFECT KIDS ENGLISH ACTIVITY 4,,ELM,PRE-SCHOOL,0,2.6,0,0,,
23007,818723301X,,SPEED WRITING,,S.S.MUBARAK,ENGLISH REFERENCE,0,10.4,0,0,,
23008,9789813214279,,Learning Vocabulary Workbook 2,,SAP,ENGLISH REVISION YR2,0,9.95,0,0,,
23009,9781108733922,,CAMBRIDGE INTERNATIONAL AS LEVEL HISTORY MODERN EUROPE,,CUP,A LEVEL HISTORY,20.73,46.85,0,4,,
23010,9789814418270,,Creative Writers! Book 2,,SAP,ENGLISH REVISION YR2,0,11.95,0,0,,
23011,9781510421745,,CAMBRIDGE INTERNATIONAL AS & A LEVEL MATHEMATICS MECHANICS,,HODDER EDU,A LEVEL MATHS,25.2,42,0,1,,
23012,9789814453752,,Exam Target English Book 2,,SAP,ENGLISH REVISION YR2,0,10.95,0,0,,
23013,9789814672825,,Power Up Comprehension Skills Workbook 2,,SAP,ENGLISH REVISION YR2,0,6.3,0,0,,
23014,9789673210831,,Jazz up Vocabulary Level 2,,SAP (M),ENGLISH REVISION YR2,0,2,0,0,,
23015,033519611X,,THE RESEARCH STUDENTS GUIDE TO SUCCESS,,OPEN UNIVERSIRY PRESS,MIX REFERENCE,0,14.3,0,0,,
23016,335206867,,THE RESEARCH STUDENTS GUIDE TO SUCCESS SECOND EDITION,,OPEN UNIVERSIRY PRESS,MIX REFERENCE,0,14.3,0,0,,
23017,9781510421752,,CAMBRIDGE INTERNATIONAL AS & A LEVEL MATHEMATICS PROBABILITY & STATISTICS 1,,HODDER EDU (APD),A LEVEL MATHS,25.2,42,0,1,,
23018,9789673210893,,Jazz up Grammar Level 2,,SAP (M),ENGLISH REVISION YR2,0,2,0,0,,
23019,9780521775038,,THE CAMBRIDGE COMPANION GREEK AND ROMAN PHILOSOPHY,,CAMBRIDGE,MIX REFERENCE,0,37.4,0,0,,
23020,074875198X,,GET THAT GRADE!,,STANLEY THORENES,MIX REFERENCE,0,9.05,0,0,,
23021,582792932,,AN INTRODUCTION TO LINGUISTICS,,PTS,MIX REFERENCE,0,12.85,0,0,,
